,Suburb,Nearest Train Station,Distance(km),Latitude,Longitude,Cluster_Labels_Dist_0,Cluster_Labels_Dist_1,Cluster_Labels_Dist_2,Cluster_Labels_Dist_3,Cluster_Labels_Dist_4
262,Glenorie,Vineyard Railway Station,14.766902042522075,-33.5658885,150.9927835,0,1,0,0,0
263,Glenwood,Marayong Railway Station,3.798787077038733,-33.733148299999996,150.928232,0,0,0,1,0
264,Glossodia,East Richmond Railway Station,7.874345645149665,-33.53344310000001,150.78539619999998,0,0,1,0,0
265,Gordon,Gordon Railway Station,0.0,-33.7553899,151.15180990000002,1,0,0,0,0
266,Granville,Granville Railway Station,0.0,-33.8345097,151.0060111,1,0,0,0,0
267,Grasmere,Macarthur Railway Station,11.751969732408888,-34.0579584,150.6707384,0,1,0,0,0
268,Grays Point,Kirrawee Railway Station,2.7990385953309302,-34.0591451,151.0786995,0,0,0,1,0
269,Great Mackerel Beach,Berowra Railway Station,14.557156932863434,-33.591505,151.2988852,0,1,0,0,0
270,Green Valley,Liverpool Railway Station,5.710912301188128,-33.9024601,150.8674187,0,0,1,0,0
271,Greenacre,Wiley Park Railway Station,2.4611529099307767,-33.9022902,151.058546,0,0,0,1,0
272,Greendale,Leppington Railway Station,13.663433356154826,-33.915001200000006,150.66777340000002,0,1,0,0,0
273,Greenfield Park,Cabramatta Railway Station,4.6860188158911775,-33.8752778,150.8919444,0,0,0,1,0
274,Greenhills Beach,Woolooware Railway Station,2.3431190682682552,-34.0360657,151.16329140000002,0,0,0,1,0
275,Greenwich,Wollstonecraft Railway Station,1.021137329936435,-33.8300104,151.1855621,1,0,0,0,0
276,Gregory Hills,Macarthur Railway Station,5.294148120324914,-34.0276672,150.77619230000002,0,0,0,1,0
277,Greystanes,Wentworthville Railway Station,3.2631293094718217,-33.826218700000005,150.9414378,0,0,0,1,0
278,Grose Vale,East Richmond Railway Station,9.32547154352125,-33.57641470000001,150.6552959,0,0,1,0,0
279,Grose Wold,East Richmond Railway Station,7.2249610204145815,-33.6030113,150.67451780000002,0,0,1,0,0
280,Guildford,Guildford Railway Station,0.0,-33.8561049,150.99392319999998,1,0,0,0,0
281,Guildford West,Yennora Railway Station,1.5461593153560003,-33.8483084,150.96574209999997,1,0,0,0,0
282,Gymea,Gymea Railway Station,0.0,-34.034144700000006,151.085653,1,0,0,0,0
283,Gymea Bay,Miranda Railway Station,2.1726731711318745,-34.05229179999999,151.0970783,0,0,0,1,0
284,Haberfield,Ashfield Railway Station,1.556852047942761,-33.8794325,151.1391605,1,0,0,0,0
285,Hammondville,Holsworthy Railway Station,1.3652932696760085,-33.9511518,150.9608619,1,0,0,0,0
286,Harrington Park,Macarthur Railway Station,7.296861351121239,-34.0247325,150.7422344,0,0,1,0,0
287,Hassall Grove,Doonside Railway Station,4.083592200698441,-33.7316667,150.83444440000002,0,0,0,1,0
288,Haymarket,Museum Railway Station,0.7303003641325079,-33.8814408,151.2044524,1,0,0,0,0
289,Heathcote,Heathcote Railway Station,0.0,-34.0848266,151.00739199999998,1,0,0,0,0
290,Hebersham,Mount Druitt Railway Station,2.8134755631528097,-33.745573900000004,150.82538390000002,0,0,0,1,0
291,Heckenberg,Liverpool Railway Station,3.434507408131009,-33.9077778,150.8913889,0,0,0,1,0
292,Henley,Concord West Railway Station,4.0627314866702084,-33.8423815,151.1360364,0,0,0,1,0
293,Hillsdale,Mascot Railway Station,3.994768454795784,-33.9529465,151.22741230000003,0,0,0,1,0
294,Hinchinbrook,Casula Railway Station,4.925991893981549,-33.915966100000006,150.8645957,0,0,0,1,0
295,Hobartville,East Richmond Railway Station,1.051092254574809,-33.604718,150.74361519999997,1,0,0,0,0
296,Holroyd,Granville Railway Station,0.9506252457410003,-33.829715500000006,150.9974898,1,0,0,0,0
297,Holsworthy,Holsworthy Railway Station,0.0,-33.9597307,150.9502719,1,0,0,0,0
298,Homebush,Homebush Railway Station,0.0,-33.860451,151.0806118,1,0,0,0,0
299,Horningsea Park,Edmondson Park Railway Station,2.220523578877758,-33.9460804,150.8432271,0,0,0,1,0
300,Hornsby,Hornsby Railway Station,0.6524331812420693,-33.6980331,151.0957334,1,0,0,0,0
301,Hornsby Heights,Mount Colah Railway Station,2.07812942222701,-33.6589881,151.098374,0,0,0,1,0
302,Horsley Park,Rooty Hill Railway Station,7.8024297220348,-33.8387723,150.8484629,0,0,1,0,0
303,Hoxton Park,Edmondson Park Railway Station,3.7175194417242694,-33.929402200000006,150.85601640000002,0,0,0,1,0
304,Hunters Hill,St Leonards Railway Station,4.547150054456431,-33.833617100000005,151.1449446,0,0,0,1,0
305,Huntingwood,Blacktown Railway Station,3.3550858648487036,-33.797973,150.88159199999998,0,0,0,1,0
306,Huntleys Cove,Concord West Railway Station,4.231350312748645,-33.838333299999995,151.1375,0,0,0,1,0
307,Huntleys Point,Concord West Railway Station,4.610683631494849,-33.8422131,151.1419664,0,0,0,1,0
308,Hurlstone Park,Hurlstone Park Railway Station,0.0,-33.91,151.1286111,1,0,0,0,0
309,Hurstville,Hurstville Railway Station,0.0,-33.960707,151.10036110000001,1,0,0,0,0
310,Hurstville Grove,Penshurst Railway Station,1.5958009028427587,-33.9775526,151.09295790000002,1,0,0,0,0
311,Illawong,Como Railway Station,2.443149084369731,-33.9973348,151.0429726,0,0,0,1,0
312,Ingleburn,Ingleburn Railway Station,0.0,-33.9983333,150.8511111,1,0,0,0,0
313,Ingleside,Mount Kuring-gai Railway Station,11.39221219482864,-33.68825579999999,151.2525009,0,1,0,0,0
314,Jamisontown,Emu Plains Railway Station,2.279095784495276,-33.767976899999994,150.674815,0,0,0,1,0
315,Jannali ,Jannali Railway Station,0.11600649455598008,-34.016315899999995,151.0658096,1,0,0,0,0
316,Kangaroo Point,Como Railway Station,2.6516781974764805,-34.002072999999996,151.0967132,0,0,0,1,0
317,Kareela,Jannali Railway Station,1.5334761751572028,-34.015755299999995,151.0812662,1,0,0,0,0
318,Kearns,Minto Railway Station,4.700003237465811,-34.0233333,150.8011111,0,0,0,1,0
319,Kellyville Ridge,Schofields Railway Station,4.42675788586834,-33.7025,150.9186111,0,0,0,1,0
320,Kemps Creek,Leppington Railway Station,9.237912187790412,-33.8721433,150.7938975,0,0,1,0,0
321,Kensington,Green Square Railway Station,1.6906241451346617,-33.9117191,151.2195058,1,0,0,0,0
322,Kenthurst,Vineyard Railway Station,10.047124908965907,-33.643667799999996,150.97617160000001,0,0,1,0,0
323,Kentlyn,Leumeah Railway Station,3.0501655750172425,-34.0591667,150.86972219999998,0,0,0,1,0
324,Killara,Killara Railway Station,0.0,-33.7660606,151.1601121,1,0,0,0,0
325,Killarney Heights,Roseville Railway Station,3.7996398902522737,-33.7724836,151.221976,0,0,0,1,0
326,Kings Langley,Seven Hills Railway Station,2.878284671968814,-33.7505506,150.9372174,0,0,0,1,0
327,Kings Park,Marayong Railway Station,1.671944767188695,-33.743333299999996,150.9086111,1,0,0,0,0
328,Kingsford,Green Square Railway Station,2.857406002772964,-33.9215922,151.22723069999998,0,0,0,1,0
329,Kingsgrove,Kingsgrove Railway Station,0.0,-33.9371844,151.0996523,1,0,0,0,0
330,Kingswood,Kingswood Railway Station,0.0,-33.761377200000005,150.7213283,1,0,0,0,0
331,Kingswood Park,Kingswood Railway Station,0.0,-33.761377200000005,150.7213283,1,0,0,0,0
332,Kirkham,Macarthur Railway Station,8.866790750554454,-34.0351341,150.711839,0,0,1,0,0
333,Kirrawee,Kirrawee Railway Station,0.0,-34.0344781,151.0726428,1,0,0,0,0
334,Kirribilli,Milsons Point Railway Station,0.40074989039402614,-33.847665899999996,151.2158138,1,0,0,0,0
335,Kogarah,Kogarah Railway Station,0.7249587412643745,-33.968226,151.1354509,1,0,0,0,0
336,Kogarah Bay,Carlton Railway Station,1.4956513792917412,-33.9816792,151.12397019999997,1,0,0,0,0
337,Ku-ring-gai Chase,Berowra Railway Station,5.613736212381076,-33.6502778,151.2008333,0,0,1,0,0
338,Kurmond,East Richmond Railway Station,7.340938001494091,-33.548333299999996,150.701111,0,0,1,0,0
339,Kurnell,Woolooware Railway Station,5.078035993337607,-34.02223789999999,151.1880555,0,0,0,1,0
340,Kurraba Point,Milsons Point Railway Station,1.2280551716929622,-33.84158729999999,151.223028,1,0,0,0,0
341,Kurrajong,East Richmond Railway Station,9.328333002588556,-33.5532572,150.66770580000002,0,0,1,0,0
342,Kurrajong Hills,East Richmond Railway Station,11.50655747394363,-33.542067200000005,150.6483995,0,1,0,0,0
343,Kyeemagh,International Airport Railway Station,1.6512181766726541,-33.9492195,151.16073730000002,1,0,0,0,0
344,Kyle Bay,Oatley Railway Station,2.371678722023093,-33.989757700000006,151.0992166,0,0,0,1,0
345,La Perouse,Mascot Railway Station,7.458440318323924,-33.9887589,151.23180109999998,0,0,1,0,0
346,Lakemba,Lakemba Railway Station,0.12900380157063446,-33.9196311,151.0749236,1,0,0,0,0
347,Lalor Park,Seven Hills Railway Station,1.7714943706976043,-33.764993700000005,150.92888330000002,1,0,0,0,0
348,Lane Cove,Artarmon Railway Station,1.815237866995294,-33.8160672,151.1678195,1,0,0,0,0
349,Lane Cove North,Chatswood Railway Station,2.2550207364542656,-33.8059265,151.16171169999998,0,0,0,1,0
350,Lane Cove West,Artarmon Railway Station,3.3086931108897577,-33.8119396,151.150078,0,0,0,1,0
351,Lansdowne,Villawood Railway Station,1.3529365640769084,-33.8948687,150.9740821,1,0,0,0,0
352,Lansvale,Canley Vale Railway Station,1.54105289832508,-33.9003985,150.95107819999998,1,0,0,0,0
353,Laughtondale,Berowra Railway Station,25.287161993095868,-33.4224715,151.0267219,0,0,0,0,1
354,Lavender Bay,Milsons Point Railway Station,0.5783037136277341,-33.843200200000005,151.2074155,1,0,0,0,0
355,Leets Vale,Windsor Railway Station,22.740647710594303,-33.4316667,150.9511111,0,0,0,0,1
356,Leichhardt,Petersham Railway Station,1.3986918879492187,-33.8819328,151.155867,1,0,0,0,0
357,Len Waters Estate,Edmondson Park Railway Station,5.371103236774432,-33.9146,150.8532,0,0,0,1,0
358,Leonay,Emu Plains Railway Station,2.4109617022346934,-33.7650058,150.6511051,0,0,0,1,0
359,Leppington,Leppington Railway Station,0.0,-33.9543857,150.80806378606871,1,0,0,0,0
360,Lethbridge Park,Mount Druitt Railway Station,3.9677022129658073,-33.7386041,150.8014499,0,0,0,1,0
361,Leumeah,Leumeah Railway Station,0.0,-34.054311299999995,150.8371354,1,0,0,0,0
362,Lewisham,Lewisham Railway Station,0.0,-33.8953868,151.1466449,1,0,0,0,0
363,Liberty Grove,Concord West Railway Station,0.7798161771796956,-33.8413889,151.0838889,1,0,0,0,0
364,Lidcombe,Lidcombe Railway Station,0.0,-33.8630649,151.0456771,1,0,0,0,0
365,Lilli Pilli,Woolooware Railway Station,3.410916588733591,-34.0680729,151.1159938,0,0,0,1,0
366,Lilyfield,Stanmore Railway Station,2.5492669903529865,-33.870987899999996,151.1616185,0,0,0,1,0
367,Lindfield,Lindfield Railway Station,0.0,-33.7802907,151.15958480000003,1,0,0,0,0
368,Linley Point,Artarmon Railway Station,3.8517442319144894,-33.8272222,151.15,0,0,0,1,0
369,Little Bay,Mascot Railway Station,7.717847849925734,-33.9834309,151.24703290000002,0,0,1,0,0
370,Liverpool,Liverpool Railway Station,0.0,-33.919825200000005,150.92566000000002,1,0,0,0,0
371,Llandilo,Werrington Railway Station,4.896593504671437,-33.715,150.7511111,0,0,0,1,0
372,Loftus,Loftus Railway Station,0.0,-34.0434357,151.0504559,1,0,0,0,0
373,Londonderry,East Richmond Railway Station,5.764059696276012,-33.6483333,150.7344444,0,0,1,0,0
374,Long Point,Macquarie Fields Railway Station,3.062931294747932,-34.0156584,150.89831809999998,0,0,0,1,0
375,Longueville,St Leonards Railway Station,2.311537000060883,-33.8291667,151.1686111,0,0,0,1,0
376,Lovett Bay,Berowra Railway Station,11.960750161263606,-33.6325997,151.2763618,0,1,0,0,0
377,Lower Portland,Allawah Railway Station,1.2799045792587886,-33.9807907,151.11767690000002,1,0,0,0,0
378,Lucas Heights,Engadine Railway Station,3.4305354493227385,-34.0400221,150.99865880000002,0,0,0,1,0
379,Luddenham,Kingswood Railway Station,13.282758635512714,-33.8779831,150.69011509999999,0,1,0,0,0
380,Lugarno,Oatley Railway Station,2.7149872150170613,-33.9823958,151.0450193,0,0,0,1,0
381,Lurnea,Casula Railway Station,1.831170510012463,-33.9358333,150.8972222,1,0,0,0,0
382,Macquarie Fields,Macquarie Fields Railway Station,0.0,-33.990447700000004,150.8849303,1,0,0,0,0
383,Macquarie Links,Macquarie Fields Railway Station,1.4479803299869303,-33.9816667,150.8733333,1,0,0,0,0
384,Macquarie Park,Lindfield Railway Station,3.1369044372618347,-33.7814961,151.1256747,0,0,0,1,0
385,Maianbar,Cronulla Railway Station,3.0780142356088147,-34.07834129999999,151.1303571,0,0,0,1,0
386,Malabar,Mascot Railway Station,6.1699066839271595,-33.9629779,151.2480171,0,0,1,0,0
387,Manly,North Sydney Railway Station,8.394309925866116,-33.803850399999995,151.29082350000002,0,0,1,0,0
388,Manly Vale,Roseville Railway Station,7.695782105848964,-33.7830838,151.26599380000002,0,0,1,0,0
389,Maraylya,Vineyard Railway Station,8.087458896844034,-33.5913984,150.9221281,0,0,1,0,0
390,Marayong,Marayong Railway Station,0.0,-33.7491667,150.8919444,1,0,0,0,0
391,Maroota,Windsor Railway Station,22.191837822923986,-33.4577956,150.98291909999998,0,0,0,0,1
392,Maroubra,Mascot Railway Station,5.002843459899564,-33.9453441,151.2456824,0,0,0,1,0
393,Marrickville,Marrickville Railway Station,0.4421433295066282,-33.9103854,151.1556908,1,0,0,0,0
394,Marsden Park,Riverstone Railway Station,4.6832869500731125,-33.695655200000004,150.8147975,0,0,0,1,0
395,Marsfield,Epping Railway Station,2.0269020313099735,-33.7777956,151.10320149999998,0,0,0,1,0
396,Mascot,Mascot Railway Station,0.0,-33.9289562,151.1951782,1,0,0,0,0
397,Matraville,Mascot Railway Station,5.250639016937529,-33.9639325,151.2334198,0,0,0,1,0
398,Mays Hill,Westmead Railway Station,1.3439388188085004,-33.8205758,150.9884915,1,0,0,0,0
399,McCarrs Creek,Berowra Railway Station,12.192902467480595,-33.6432304,151.2775346,0,1,0,0,0
400,McGraths Hill,Mulgrave Railway Station,1.3829324659183193,-33.615,150.83444440000002,1,0,0,0,0
401,McMahons Point,Waverton Railway Station,0.7679573074372601,-33.8443387,151.2027957,1,0,0,0,0
402,Meadowbank,Meadowbank Railway Station,0.0,-33.817499299999994,151.0884249,1,0,0,0,0
403,Melrose Park,West Ryde Railway Station,1.3284190710376556,-33.8153435,151.0733298,1,0,0,0,0
404,Menai,Sutherland Railway Station,4.138407363352126,-34.014811,151.0164823,0,0,0,1,0
405,Menangle Park,Macarthur Railway Station,5.805150163092716,-34.1034092,150.7468493,0,0,1,0,0
406,Merrylands,Merrylands Railway Station,0.0,-33.8350765,150.98603789999999,1,0,0,0,0
407,Merrylands West,Merrylands Railway Station,1.6572375163369237,-33.8359501,150.9681261,1,0,0,0,0
408,Middle Cove,Chatswood Railway Station,2.7222994591888274,-33.792799200000005,151.21124709999998,0,0,0,1,0
409,Middle Dural,Mount Colah Railway Station,10.203553207471202,-33.6367412,151.0127369,0,0,1,0,0
410,Middleton Grange,Leppington Railway Station,5.430074843976982,-33.9147154,150.8423882,0,0,0,1,0
411,Miller,Casula Railway Station,3.77402872070006,-33.92055560000001,150.88055559999998,0,0,0,1,0
412,Millers Point,Circular Quay Railway Station,0.6295592647501357,-33.8599129,151.2041274,1,0,0,0,0
413,Milperra,Panania Railway Station,1.9625117630885582,-33.9388237,150.9846424,1,0,0,0,0
414,Milsons Passage,Berowra Railway Station,12.603964631870774,-33.5157613,151.1768241,0,1,0,0,0
415,Milsons Point,Milsons Point Railway Station,0.0,-33.8471255,151.2115234,1,0,0,0,0
416,Minchinbury,Mount Druitt Railway Station,1.8951471691859023,-33.7866731,150.8272222,1,0,0,0,0
417,Minto,Minto Railway Station,0.0,-34.0316667,150.8511111,1,0,0,0,0
418,Minto Heights,Minto Railway Station,2.006489525949138,-34.0379407,150.8715274,1,0,0,0,0
419,Miranda,Miranda Railway Station,0.0,-34.0335434,151.10371930000002,1,0,0,0,0
420,Mona Vale,Berowra Railway Station,15.458568178951914,-33.676993100000004,151.30295769999998,0,1,0,0,0
421,Monterey,Kogarah Railway Station,1.7985932521839803,-33.972013700000005,151.1480392,1,0,0,0,0
422,Moore Park,Redfern Railway Station,1.6811711386198702,-33.8958333,151.2219444,1,0,0,0,0
423,Moorebank,Warwick Farm Railway Station,2.470178487862822,-33.9332633,150.949686,0,0,0,1,0
424,Morning Bay,Berowra Railway Station,13.011721709171583,-33.628361,151.2879035,0,1,0,0,0
425,Mortdale,Mortdale Railway Station,0.0,-33.967299700000005,151.0721865,1,0,0,0,0
426,Mortlake,Concord West Railway Station,1.31943015627575,-33.841041600000004,151.1061114,1,0,0,0,0
427,Mosman,North Sydney Railway Station,3.419628299121161,-33.8301355,151.2447663,0,0,0,1,0
428,Mount Annan,Macarthur Railway Station,3.2051916736247685,-34.0782799,150.7632296,0,0,0,1,0
429,Mount Colah,Mount Colah Railway Station,0.0,-33.6719686,151.1145291,1,0,0,0,0
430,Mount Druitt,Mount Druitt Railway Station,0.0,-33.7705556,150.82055559999998,1,0,0,0,0
431,Mount Kuring-Gai,Mount Kuring-gai Railway Station,0.0,-33.6530641,151.1368864,1,0,0,0,0
432,Mount Pritchard,Liverpool Railway Station,2.8166538466883817,-33.9027189,150.90314880000003,0,0,0,1,0
433,Mount Vernon,Mount Druitt Railway Station,9.629999500048521,-33.8566667,150.80944440000002,0,0,1,0,0
434,Mulgoa,Emu Plains Railway Station,10.006349703853466,-33.8371562,150.6504013,0,0,1,0,0
435,Mulgrave,Mulgrave Railway Station,0.0,-33.627219000000004,150.8316603,1,0,0,0,0
436,Narellan Vale,Macarthur Railway Station,5.30458616602949,-34.0524175,150.7446725,0,0,0,1,0
437,Naremburn,St Leonards Railway Station,1.0801272753064686,-33.8171309,151.2020304,1,0,0,0,0
438,Narrabeen,Roseville Railway Station,13.123504996428771,-33.713569899999996,151.29781640000002,0,1,0,0,0
439,Narraweena,Roseville Railway Station,9.189195826819308,-33.7502066,151.2741566,0,0,1,0,0
440,Narwee,Narwee Railway Station,0.0,-33.945555600000006,151.0694444,1,0,0,0,0
441,Nelson,Vineyard Railway Station,4.9579450719560745,-33.6478291,150.9213361,0,0,0,1,0
442,Neutral Bay,North Sydney Railway Station,0.923850816547513,-33.8342887,151.21820490000002,1,0,0,0,0
443,Newington,Olympic Park Railway Station,1.8602826280874996,-33.834230100000006,151.0558716,1,0,0,0,0
444,Newport,Berowra Railway Station,16.06500662762541,-33.659106099999995,151.3164331,0,1,0,0,0
445,Newtown,Newtown Railway Station,0.0,-33.8961132,151.18018930000002,1,0,0,0,0
446,Normanhurst,Normanhurst Railway Station,0.0,-33.723864899999995,151.0977351,1,0,0,0,0
447,North Balgowlah,Roseville Railway Station,6.314312790849537,-33.78814570000001,151.25072849999998,0,0,1,0,0
448,North Bondi,Bondi Junction Railway Station,2.7376365923527906,-33.882351,151.2768611,0,0,0,1,0
449,North Curl Curl,Roseville Railway Station,10.1963080013173,-33.7630002,151.2904773,0,0,1,0,0
450,North Epping,Cheltenham Railway Station,1.5518913599305622,-33.7586111,151.0941667,1,0,0,0,0
451,North Kellyville,Schofields Railway Station,7.7241015227754914,-33.6859488,150.9535842,0,0,1,0,0
452,North Manly,Roseville Railway Station,8.204925239398953,-33.7729035,151.2707221,0,0,1,0,0
453,North Narrabeen,Roseville Railway Station,13.698296583651633,-33.70098,151.2936426,0,1,0,0,0
454,North Parramatta,Parramatta Railway Station,2.5394321716046275,-33.7952747,151.0116649,0,0,0,1,0
455,North Richmond,East Richmond Railway Station,5.061690276373843,-33.57501129999999,150.7056842,0,0,0,1,0
456,North Rocks,Beecroft Railway Station,4.780444146908287,-33.7713052,151.020996,0,0,0,1,0
457,North Ryde,Lindfield Railway Station,3.546854981091832,-33.797547200000004,151.127306,0,0,0,1,0
458,North St Ives,Pymble Railway Station,4.0766043044497176,-33.715,151.1677778,0,0,0,1,0
459,North St Marys,St Marys Railway Station,2.0418117019843516,-33.7544444,150.7858333,0,0,0,1,0
460,North Strathfield,North Strathfield Railway Station,0.0,-33.8588178,151.088578,1,0,0,0,0
461,North Sydney,North Sydney Railway Station,0.0,-33.835451899999995,151.2083011,1,0,0,0,0
462,North Turramurra,Asquith Railway Station,3.8107704482013287,-33.6911595,151.1519372,0,0,0,1,0
463,North Willoughby,Chatswood Railway Station,1.7153093268983697,-33.7941912,151.20041630000003,1,0,0,0,0
464,North Wahroonga,Waitara Railway Station,2.244544215134449,-33.7024148,151.1283034,0,0,0,1,0
465,Northbridge,St Leonards Railway Station,2.650495134082914,-33.811111100000005,151.2175,0,0,0,1,0
466,Northmead,Westmead Railway Station,2.8392907180063656,-33.784442299999995,150.99832890000002,0,0,0,1,0
467,Northwood,St Leonards Railway Station,1.4316573720610757,-33.827964,151.1782693,1,0,0,0,0
468,Norwest,Seven Hills Railway Station,5.179617410141975,-33.733048,150.96429799999999,0,0,0,1,0
469,Oakhurst,Rooty Hill Railway Station,3.56881023830668,-33.7372222,150.8347222,0,0,0,1,0
470,Oakville,Vineyard Railway Station,2.5533643882691655,-33.625668700000006,150.8722092,0,0,0,1,0
471,Oatlands,Parramatta Railway Station,2.921073563051322,-33.7973385,151.02565259999997,0,0,0,1,0
472,Oatley,Oatley Railway Station,0.0,-33.984188200000006,151.0743856,1,0,0,0,0
473,Old Guildford,Guildford Railway Station,1.209418077465085,-33.8636111,150.9844444,1,0,0,0,0
474,Old Toongabbie,Toongabbie Railway Station,1.6018144247528603,-33.785854799999996,150.96995330000001,1,0,0,0,0
475,Oran Park,Leppington Railway Station,7.7052575728227835,-33.9948805,150.74025680000003,0,0,1,0,0
476,Orchard Hills,Kingswood Railway Station,2.2798369071243534,-33.7816667,150.71777780000002,0,0,0,1,0
477,Oxford Falls,Roseville Railway Station,7.931079671071964,-33.7335222,151.24492659999999,0,0,1,0,0
478,Oxley Park,Mount Druitt Railway Station,2.3621849604867595,-33.7705556,150.795,0,0,0,1,0
479,Oyster Bay,Como Railway Station,1.218643928299578,-34.0032775,151.0812354,1,0,0,0,0
480,Paddington,Edgecliff Railway Station,0.9503928182371026,-33.884157200000004,151.22727659999998,1,0,0,0,0
481,Padstow,Padstow Railway Station,0.0,-33.9487767,151.030116,1,0,0,0,0
482,Padstow Heights,Padstow Railway Station,2.419659740174467,-33.970402899999996,151.0330262,0,0,0,1,0
483,Pagewood,Mascot Railway Station,2.5985681788268034,-33.936838,151.22169430000002,0,0,0,1,0
484,Palm Beach,Berowra Railway Station,16.528697903187563,-33.6005473,151.32315359999998,0,1,0,0,0
485,Panania,Panania Railway Station,0.0,-33.953256700000004,150.99688740000002,1,0,0,0,0
486,Parklea,Marayong Railway Station,3.4949852725848776,-33.725,150.9161111,0,0,0,1,0
487,Parramatta,Parramatta Railway Station,0.0,-33.81751129999999,151.0054009,1,0,0,0,0
488,Peakhurst,Mortdale Railway Station,1.3636085216172908,-33.9616444,151.0590667,1,0,0,0,0
489,Peakhurst Heights,Mortdale Railway Station,1.9559040490343995,-33.9768872,151.0544039,1,0,0,0,0
490,Pemulwuy,Pendle Hill Railway Station,3.5023781510050473,-33.8164641,150.92844409999998,0,0,0,1,0
491,Pendle Hill,Pendle Hill Railway Station,0.0,-33.7983305,150.959439,1,0,0,0,0
492,Pennant Hills,Pennant Hills Railway Station,0.10229438711758404,-33.73846629999999,151.0716639,1,0,0,0,0
493,Penrith,Penrith Railway Station,0.0,-33.7510792,150.69416840000002,1,0,0,0,0
494,Penshurst,Penshurst Railway Station,0.0,-33.964829200000004,151.08495249999999,1,0,0,0,0
495,Petersham,Petersham Railway Station,0.0,-33.8945061,151.15542219999998,1,0,0,0,0
496,Phillip Bay,Mascot Railway Station,6.534218595140604,-33.9787887,151.2327229,0,0,1,0,0
497,Picnic Point,East Hills Railway Station,2.1062814055216004,-33.9709556,151.0072387,0,0,0,1,0
498,Pitt Town,Windsor Railway Station,5.100188086491482,-33.5846533,150.8709805,0,0,0,1,0
499,Pitt Town Bottoms,Windsor Railway Station,2.948301987948146,-33.587229799999996,150.84498269999997,0,0,0,1,0
500,Pleasure Point,East Hills Railway Station,1.2951545093905792,-33.9725,150.9877778,1,0,0,0,0
501,Plumpton,Rooty Hill Railway Station,1.3643962427609309,-33.756666700000004,150.84277780000002,1,0,0,0,0
502,Point Piper,Edgecliff Railway Station,1.9647369783325237,-33.8676276,151.2515727,1,0,0,0,0
503,Port Botany,Mascot Railway Station,5.373183663868109,-33.973467799999995,151.2178519,0,0,0,1,0
504,Potts Hill,Birrong Railway Station,1.1753503093054865,-33.8922191,151.03292219999997,1,0,0,0,0
505,Potts Point,Kings Cross Railway Station,0.899016835923785,-33.867079700000005,151.2259967,1,0,0,0,0
506,Prairiewood,Fairfield Railway Station,4.455789037086832,-33.8631743,150.9055074,0,0,0,1,0
507,Prestons,Casula Railway Station,2.2370209512999972,-33.941514899999994,150.87474640000002,0,0,0,1,0
508,Prospect,Toongabbie Railway Station,3.221511492390879,-33.800242100000006,150.9218377,0,0,0,1,0
509,Punchbowl,Punchbowl Railway Station,0.0,-33.928717,151.05225910000001,1,0,0,0,0
510,Putney,Rhodes Railway Station,1.7921770435918518,-33.826067,151.1064224,1,0,0,0,0
511,Pymble,Pymble Railway Station,0.0,-33.7450185,151.1424708,1,0,0,0,0
512,Pyrmont,Wynyard Railway Station,1.2922043866021724,-33.869214500000005,151.1923633,1,0,0,0,0
513,Quakers Hill,Quakers Hill Railway Station,0.0,-33.734444399999994,150.8788889,1,0,0,0,0
514,Queens Park,Bondi Junction Railway Station,0.7357638231024325,-33.8991667,151.24722219999998,1,0,0,0,0
515,Queenscliff,North Sydney Railway Station,9.249508236731652,-33.782391600000004,151.2854011,0,0,1,0,0
516,Raby,Minto Railway Station,3.2085510302697644,-34.0233333,150.81777780000002,0,0,0,1,0
517,Ramsgate,Carlton Railway Station,2.1489754266486525,-33.982713000000004,151.1399314,0,0,0,1,0
518,Ramsgate Beach,Carlton Railway Station,2.543303032640396,-33.9824013,151.14614790000002,0,0,0,1,0
519,Randwick,Bondi Junction Railway Station,2.494406293819847,-33.914121,151.2410046,0,0,0,1,0
520,Redfern,Redfern Railway Station,0.0,-33.8931044,151.20402919999998,1,0,0,0,0
521,Regents Park,Regents Park Railway Station,0.0,-33.8820048,151.02569,1,0,0,0,0
522,Regentville,Emu Plains Railway Station,2.5651666906450017,-33.7708351,150.6616622,0,0,0,1,0
523,Revesby,Revesby Railway Station,0.0,-33.9436876,151.01371909999997,1,0,0,0,0
524,Revesby Heights,Padstow Railway Station,2.4097044358744872,-33.9683842,151.01898909999997,0,0,0,1,0
525,Rhodes,Rhodes Railway Station,0.0,-33.8290589,151.08735780000004,1,0,0,0,0
526,Richmond,East Richmond Railway Station,0.3573860554074113,-33.6009721,150.7496405,1,0,0,0,0
527,Richmond Lowlands,East Richmond Railway Station,3.7836693225362166,-33.5652,150.7596,0,0,0,1,0
528,Riverstone,Riverstone Railway Station,0.0,-33.6797545,150.8616695,1,0,0,0,0
529,Riverview,Artarmon Railway Station,2.8303366408031203,-33.823207000000004,151.1600134,0,0,0,1,0
530,Riverwood,Riverwood Railway Station,0.0,-33.9472222,151.0530556,1,0,0,0,0
531,Rockdale,Rockdale Railway Station,0.0,-33.9542619,151.1403655,1,0,0,0,0
532,Rodd Point,Croydon Railway Station,2.9014537875066697,-33.8658359,151.143583,0,0,0,1,0
533,Rookwood,Lidcombe Railway Station,1.4791224597798591,-33.873701700000005,151.0552971,1,0,0,0,0
